Supplementary Table S6: gene expression profile (FPKM) of mouse across 17 tissues																																																																						
gene_id	gene_short_name	gene_type	mAg_F_815	mAg_F_831	mAg_M_783	mAg_M_799	mBr_F_812	mBr_F_828	mBr_F_848	mBr_F_850	mBr_M_780	mBr_M_796	mBr_M_844	mBr_M_846	mFs_F_823	mFs_F_839	mFs_M_791	mFs_M_807	mHe_F_818	mHe_F_834	mHe_M_786	mHe_M_802	mKi_F_814	mKi_F_830	mKi_M_782	mKi_M_798	mLi_F_813	mLi_F_829	mLi_F_849	mLi_F_851	mLi_M_781	mLi_M_797	mLi_M_845	mLi_M_847	mLin_F_825	mLin_F_841	mLin_M_793	mLin_M_809	mLu_F_817	mLu_F_833	mLu_M_785	mLu_M_801	mMu_F_826	mMu_F_842	mMu_M_794	mMu_M_810	mOv_F_820	mOv_F_836	mSin_F_824	mSin_F_840	mSin_M_792	mSin_M_808	mSp_F_816	mSp_F_832	mSp_M_784	mSp_M_800	mSt_F_822	mSt_F_838	mSt_M_790	mSt_M_806	mTe_M_788	mTe_M_804	mTh_F_819	mTh_F_835	mTh_M_787	mTh_M_803	mUt_F_827	mUt_F_843	mVg_M_795	mVg_M_811
ENSMUSG00000053146	Olfr352	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053153	Spag16	protein_coding	0	0	0.0843	0.1853	0.6114	0.104	0.7457	0.0442	0.2292	0.1845	0.2013	0.4158	0	0	0.3198	0.0782	0.1027	0	0.3067	0	0	0.0545	0	0	0	0	0	0	0.2053	0.1512	0	0	0.0416	0	0	0.0748	4.3093	5.0239	14.4917	5.2825	0	0	0.4821	0.1083	7.4027	3.1002	0	0	0.1251	0	0.0419	0.1255	0	0	0.037	0	0.2974	0.2682	115.028	103.383	0.1368	0.0595	0.16	0.2778	0	0	0	0
ENSMUSG00000053158	Fes	protein_coding	2.3455	2.5253	2.5133	4.1111	1.0831	0.9071	0.6976	0.9541	1.2105	0.5625	1.4782	0.5771	2.3575	3.7931	3.0182	3.3927	2.4106	3.0912	2.7736	3.0875	1.5265	1.586	1.5552	1.7314	1.279	1.1663	0.9306	1.6063	0.9959	1.0917	0.9216	1.4768	1.7474	3.1311	2.3714	2.52	10.0628	8.1383	7.0344	8.3483	2.261	0.6526	1.6172	1.7023	3.3968	3.9927	1.257	2.4349	1.7328	1.606	16.9249	18.6299	15.7278	13.5479	3.6903	4.4016	3.7029	5.1634	0.2872	0.236	2.6208	1.9292	2.3919	2.0029	10.4982	6.7773	1.215	1.0289
ENSMUSG00000053161	Daw1	protein_coding	0.1245	0.0941	0.0985	0.1064	0.4012	0.1198	0.4015	0.2062	0.3251	0.1075	0.0931	0.4895	0.2139	0	0.1748	0.3937	0	0	0.0751	0.148	0.5561	0.3363	0.2249	0.2703	0	0	0	0	0.095	0	0	0	0	0	0	0.0721	2.0098	2.2191	7.0388	2.2193	0	0	0.1642	0	3.7546	2.9961	0	0	0	0.0853	0	0	0	0.0986	0.0768	0.2959	0.4326	0.2342	34.9032	35.9925	0	0	0.094	0	0	0	0.1054	0
ENSMUSG00000053164	Gpr21	protein_coding	0.0556	0.0861	0.0464	0.1943	1.244	4.5816	1.3845	1.6483	1.1042	1.0405	1.8299	2.835	0.0476	0.1691	0.0944	0.0855	0.0601	0.0956	0.2399	0.2727	0.1459	0	0.1496	0.0981	0	0	0.0515	0.0484	0	0.0516	0.0484	0.0458	0.046	0.0999	0.1628	0.1255	0.493	0.2092	0.5174	0.4503	0.1351	0.0737	0.2731	0.1996	0.5314	0.189	0.0774	0	0.039	0.0781	0.2304	0.1322	0.0447	0.0457	0.0403	0	0.1141	0	0.1634	0.2505	0.1489	0.1994	0.1621	0.264	1.6996	0.1873	0.0428	0
ENSMUSG00000053166	Cdh22	protein_coding	0.301	0.1591	0.7094	0.869	6.4867	6.5741	8.5869	7.3016	8.2464	10.846	9.8744	6.9411	0	0.1057	0.0573	0.0513	0.1626	0.053	0.0527	0.2359	0	0	0	0	0	0	0	0.0271	0	0	0	0	0.0368	0.0397	0	0.0307	0.1939	0.3845	0.0978	0.4048	0	0.084	0	0.0447	0.2081	0.3417	0.043	0	0.0457	0	0.1953	0.4409	0.1512	0.2052	0.11	0.0846	0	0	0	0.3009	0.1586	0.159	0.2414	0.1528	0.0559	0.0515	0.0596	0
ENSMUSG00000053168	9030619P08Rik	transcribed_unprocessed_pseudogene	1.4833	7.2337	0.5893	0.6248	0	0	0.1984	0	0	0	0.2174	0	0.2115	0.5167	0.4247	0.1872	0.4614	0.3552	0.1512	0	74.6391	104.912	11.2495	23.8526	77.8053	76.6593	81.8216	70.6251	7.8874	5.3658	8.2337	5.5656	3.8614	13.9887	28.2261	24.3981	0	0.2639	0	0.1622	0.2526	1.0422	3.0825	0.3713	0	0	0.5195	0.2348	0.4466	0.6834	0	0.1903	0.1925	0.1967	0	0	0	0	0	0.2735	0.6381	0.5801	0.2324	0.5704	0	0	0	0
ENSMUSG00000053173	Rpl18-ps2	transcribed_processed_pseudogene	0.7084	1.0639	1.2452	0	0.3454	0	0	0	0.3035	0.2724	0.2926	0.525	0.8915	0.3538	0.8346	0.5038	0.4965	0.3701	0.4764	0.4659	0.3068	0.3575	0.2962	0.2605	0.5281	0.4581	0.4729	0	0.4583	0.4771	0	0.4181	0.2575	2.82	2.4393	1.9815	0.5411	0.7465	2.0587	1.3129	0.8231	0	0.2222	0.3961	1.8474	2.3919	1.9639	0.9173	2.0955	0.8965	2.1836	1.264	1.4958	0.5071	0.2453	0.798	3.4653	1.2867	0.3047	0	1.1199	3.1037	1.5036	1.7515	3.1799	2.8499	0.2813	0.2452
ENSMUSG00000053175	Bcl3	protein_coding	9.4672	9.2588	5.8177	9.4579	0.4396	0.4167	0.5246	0	0.0971	0.1893	0.0924	0	2.32	4.7183	4.7445	3.1176	2.8929	2.471	3.5602	2.0812	2.8808	1.3958	2.3915	2.3879	11.0736	14.2891	16.4701	13.2221	7.1186	6.6365	4.765	9.1556	9.8595	15.8401	13.3172	13.6143	7.7092	6.2943	5.1807	5.0973	1.9805	0.5038	2.1264	1.2892	4.4148	8.1946	19.9469	24.1319	40.0854	21.5518	22.3107	27.6297	23.1011	15.0711	7.0737	4.6287	9.456	4.1145	2.2267	3.4989	3.9437	6.0211	9.7933	4.7438	15.4646	11.9296	1.2032	0.5563
ENSMUSG00000053178	Mterf1b	protein_coding	1.4869	2.2448	1.9976	2.3303	1.3522	1.3695	1.3154	1.6564	0.6901	0.6987	0.851	1.2919	0.969	0.7529	0.9365	1.0556	0	0.4823	0.2449	1.0403	0.6618	0.1343	1.0408	0.6834	0.6397	0.5072	0.1147	0.8518	0.4079	0.1148	0.981	0.5091	0.8363	0.5633	0.7319	1.0287	2.1391	1.4996	1.9783	1.796	0.5161	0.1365	0.6285	0.5689	1.7324	1.9613	1.1513	0.8331	0.4489	0.3566	3.1216	2.3739	2.5701	2.5115	0.2681	0.9816	1.0402	0.985	1.4757	1.2552	3.0941	2.3573	4.1819	2.3683	1.7127	1.2556	0.5071	0.4849
ENSMUSG00000053181	A830005F24Rik	protein_coding	0	0	0.1453	0	0.1803	0.181	0.2979	0.154	0.1635	0.16	1.5081	0.8839	0.8098	0.3938	0.1556	0.2773	0	0	0.0973	0.0978	0.1647	0.1997	0	0.1568	0.2999	0	0	0	0	0	0	0	0.1511	0.1581	0.3734	0	0.1464	0.1023	0	0	0	0.154	0	0.11	0	0	0.1237	0.1705	0	0	0	0.1433	0.7278	0.3014	0	0	0	0	0.3432	0	1.0666	0.4186	0.8305	0.8257	0.3053	0	0	0
ENSMUSG00000053182	Gm609	protein_coding	0	0.0437	0.0469	0	0.1089	0.055	0.1466	0	0	0.2633	0	0	0	0.8845	0.2805	0.2213	0	0	0	0	0	0	0	0	0.3415	0.046	0.277	0.1949	0.0464	0.1041	0	0.0467	2.0764	6.1336	7.9368	9.4213	0.0453	0.1035	0.2116	0.0662	0.2572	0.1331	1.269	0.0459	1.9995	1.0552	6.1048	5.6992	4.367	3.5629	0	0	0	0	0.7291	1.2247	1.6906	1.1139	1.649	0.9954	0	0.115	0.0533	0.0869	0.167	4.7588	0.0441	0
ENSMUSG00000053184	Spaca3	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2477	0.5884	0.3477	0	0	0	0.2466	0	0	0	0	0	0	0	0	0.4942	0	0	0	0	0.1908	0.1511	0.1545	0	0	0	0	0	0	0.1749	0	0.6051	0.2628	0	0	0.1564	0	0	0	0	0	0.7726	0.2851	1.284	0.4538	125.774	111.575	0	0	0	0	0	0	0	0
ENSMUSG00000053185	Gm9898	lincRNA	0	0.1178	0	0	0.1519	0.1502	0	0	0	0.1332	0	0	0.1366	0.1618	0	0.2401	0	0	0	0	0	0	0	0.1276	0	0	0	0	0	0	0	0	0	0	0	0	0.5016	0.5906	0.5487	1.2488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4528	0.3498	0.1355	0.1828	0.1475	0.242	0	0	0	0
ENSMUSG00000053192	Mllt11	protein_coding	5.9866	5.5822	7.9107	9.1286	168.084	165.749	160.167	169.447	175.077	156.291	146.84	173.819	4.159	6.795	5.48	6.2047	5.0483	5.6439	5.2276	6.8322	7.5322	5.8182	10.9486	8.6746	0.9916	0.9036	1.061	0.8262	1.0897	0.8737	0.7815	0.7227	7.2931	8.5685	7.4265	9.828	4.5467	3.8681	4.5382	4.4929	32.1091	38.719	30.423	42.8028	6.7416	9.3552	5.2443	5.064	6.137	5.1379	12.2523	10.6097	11.6021	9.1284	4.5441	3.6937	3.6148	4.0003	106.394	94.1202	17.8307	22.1943	20.8534	22.0514	7.627	11.6631	1.6272	3.0358
ENSMUSG00000053194	Cib4	protein_coding	1.636	1.4044	1.0402	4.0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.1723	18.2338	0	0	0	0	0	0	0	0
ENSMUSG00000053198	Prx	protein_coding	0.948	1.1346	1.1332	1.0383	0.3602	0.4278	0.3009	0.3652	0.3091	0.329	0.2916	0.3827	1.2446	0.766	0.9332	1.3236	0.1507	0.3214	0.4406	0.3607	0.5039	0.4449	0.6672	0.6897	0.1032	0.1002	0.136	0.0215	0.0226	0.0484	0.0241	0.1047	0.5553	0.7452	0.7432	0.9619	29.4315	42.6885	21.7534	34.4605	2.3709	1.1606	1.4104	1.9211	1.4305	1.7834	0.5172	0.4488	0.5556	0.1686	0.7771	0.7828	0.6892	0.6312	0.572	0.3832	0.3619	0.2647	0.5013	0.6521	0.9928	1.142	0.9032	1.23	0.9068	1.5569	0.5832	0.8061
ENSMUSG00000053199	Arhgap20	protein_coding	0.5256	0.5624	0.6293	0.6835	14.1744	15.0955	13.6941	16.1621	12.1227	15.1486	15.2548	13.8339	1.0499	1.3774	1.2254	1.7378	5.7142	5.6119	4.7238	6.8553	0.1003	0	0.082	0.1967	0.0316	0	0.0638	0.0368	0.0533	0	0.2093	0.0177	3.1259	1.561	1.0518	1.104	2.1957	4.0176	2.0117	3.0676	5.5599	5.6808	3.8136	4.6906	2.2077	2.1798	0.6557	0.5199	0.4189	0.2074	0.889	1.2887	1.3049	0.6981	0.5823	0.4501	0.2608	0.4158	14.4117	15.6759	0.9962	1.3019	2.1643	1.3666	4.7119	3.2756	0.8239	1.7829
ENSMUSG00000053205	Styx	protein_coding	8.7086	8.2917	9.4645	6.7081	2.5863	4.5671	3.7757	4.6737	2.7753	5.546	4.141	3.9428	11.2323	4.8919	7.9927	11.8424	12.2525	11.0063	11.5579	13.9892	5.27	7.7994	7.6532	6.1644	2.8466	4.2749	4.5245	2.8366	1.6237	4.312	1.9889	1.6202	7.2462	11.1627	11.467	13.6884	12.7273	12.0377	12.7875	15.6406	29.6746	45.0208	23.1203	26.1584	9.942	12.4806	4.7102	7.1904	5.7975	5.3032	10.8793	17.9299	11.8798	9.5877	6.8779	6.3139	7.1925	4.3766	35.0108	34.8576	18.1308	18.8424	18.1117	19.0124	9.6161	10.3773	2.0708	5.034
ENSMUSG00000053208	Kat2b-ps	processed_pseudogene	0	0	0	0.0469	0	0	0	0	0	0	0	0.0436	0	0	0	0	0	0.0354	0	0.0299	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1024	0.1198	0	0	0	0	0	0	0.0484	0
ENSMUSG00000053211	Zfy1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0392	0	0	0	0	0	0	0	0	0.0394	0	0	0	0	0	0	0	0	0	0.0442	0	0	0	0	3.2931	2.7794	0	0	0	0	0	0	0	0
ENSMUSG00000053214	Gm9899	pseudogene	7.9296	6.3645	5.015	5.0706	1.4469	1.79	2.2391	2.377	2.2331	3.009	3.1127	2.8183	0.3271	1.5932	0.6317	0.825	1.9051	1.4419	1.7553	1.9711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6173	0.2575	0.2389	0	0	0.2287	0	0.3165	0	0	0	0	0	0	0	0	0	1.9524	1.3606	1.5487	0.3604	0	0	0	0	0.6593	0	0	0	0.314	0
ENSMUSG00000053216	Btn2a2	protein_coding	0	0	0	0.0594	0.3424	0.1545	0.4771	0.4741	0.355	0.1348	0.118	0.3127	0	0	0	0.0525	0	0	0	0.0372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0545	0	0	0	0	0	0	0	0	0.0602	0.0899	0.0981	0	0	0	0	0	0	0	0	0	0	0	0.3733	0.0892	0.2203	0.1852	0.2582	0.159	0.0586	0.076	0	0
ENSMUSG00000053217	Tas2r136	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3715	0	0	0	0
ENSMUSG00000053219	Raet1e	protein_coding	0.2733	0.9262	0.856	0.2294	0	0	0	0	0	0	0	0	0	1.5929	1.3116	0.8666	0.1356	0	0.328	0.2599	0	0	0	0.1258	5.0487	2.0525	2.9688	3.5587	3.3744	3.8935	3.1232	1.5618	2.548	4.754	7.016	7.1642	1.6603	1.0901	1.4875	1.3802	0.1467	0.157	1.7532	0.2161	1.6326	2.4834	0.2644	0.773	0.3692	0.1804	0.3253	0	0.2096	0.1034	1.2668	0.9543	1.5061	1.6802	0.1293	0.496	0	0.4448	0.4758	0.5097	0.3339	1.0826	0.5039	1.5139
ENSMUSG00000053226	Dand5	protein_coding	4.7681	6.056	4.9861	4.6866	4.7577	4.48	4.4422	4.1978	4.1843	5.0503	5.0525	5.2273	1.3284	2.223	1.2699	2.073	5.3418	4.1157	4.0225	3.4	1.9726	2.0004	2.0162	1.5758	1.1189	0.9967	1.4003	1.5187	0.6492	1.0404	0.7848	1.3204	1.6462	2.6274	1.2157	1.778	2.0003	2.6908	3.1685	1.4915	4.5483	5.1034	3.4868	4.9743	3.6206	3.545	1.7559	1.1699	1.2456	1.1634	3.2472	2.5747	3.0439	2.2425	1.9271	1.5615	1.3169	2.2106	19.1732	15.7107	1.4366	1.8622	1.867	2.1518	1.9242	3.0928	1.549	1.8913
ENSMUSG00000053228	Ceacam3	protein_coding	0	0	0	0	0.1031	0	0	0	0.0465	0.0677	0	0.0845	0	0	0	0	0	0	0	0	0.0468	0.0859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0496	0.2574	0	0	0	0.0402	0	0	0	0
ENSMUSG00000053251	Olfr212	protein_coding	0	0	0	0.0639	0	0.0707	0	0	0	0	0	0.0606	0	0	0	0	0	0	0	0.0512	0	0	0	0	0	0	0	0	0	0	0	0	0.0603	0	0	0	0	0	0	0	0	0	0.1416	0.0639	0	0	0	0	0	0	0.0596	0	0	0	0	0	0	0	1.4248	1.4729	0	0	0	0	0	0	0	0.0556
ENSMUSG00000053253	Ndfip2	protein_coding	26.2509	25.054	28.1472	27.0537	71.8355	66.9304	85.2624	75.5697	62.6653	76.8853	72.8115	76.9855	33.9252	27.2068	30.8265	31.7136	12.926	16.0968	11.8737	14.8678	44.4629	51.1948	40.4481	42.8047	20.0407	18.4154	21.7169	18.736	20.1777	19.6617	18.9105	19.9234	58.1669	98.7003	102.446	100.432	27.9738	26.9011	29.1884	29.8965	16.7515	18.926	24.1241	13.4178	26.2941	21.798	97.423	94.0653	110.604	118.428	19.4363	21.6756	17.0596	13.2068	25.6367	23.393	21.7182	23.5279	39.178	31.9231	32.7154	33.8111	35.9638	33.7046	29.8892	24.1335	7.8636	15.472
ENSMUSG00000053263	Gm12592	processed_transcript	0.6346	0.6676	0.6789	0.9094	0.8611	1.2996	1.0607	1.2695	0.987	1.3432	0.8629	1.7241	0.6303	0.276	0.1758	0.3878	0.3892	0.518	0.3031	0.3304	0.6014	0.5604	0.4595	0.4732	0.0861	0.0773	0.1246	0.1143	0.1161	0	0.0413	0.0738	0.2465	0.3058	0.4156	0.2109	0.9555	1.1449	1.3828	1.0957	0.3465	0.2218	0.3931	0.2861	1.3809	1.5121	0.2846	0.4926	0.3261	0.1072	1.5752	1.3752	1.1765	1.2988	0.274	0.4437	0.3295	0.1506	1.5348	1.4914	4.9125	4.7408	5.8701	7.1231	0.6857	1.3282	0.5437	0.8029
ENSMUSG00000053268	Dspp	protein_coding	0	0	0	0	0.062	0	0.0763	0	0.055	0.0829	0.0858	0.1498	0	0	0	0	0	0	0	0	0.0285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219	0	0	0	0	0	0	0	0	0	0	0.0362	0	0.0299	0	0	0	0	0	0	0	0	0.0339	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053279	Aldh1a1	protein_coding	30.0863	60.1497	17.3865	18.1957	60.0823	33.4843	42.6141	23.6267	48.7893	19.7985	22.1738	28.7668	173.611	230.686	247.43	211.044	12.667	13.8474	29.577	30.9138	4.5091	4.3948	3.8584	3.9369	368.229	547.242	375.466	614.503	540.626	316.68	632.446	313.111	72.6664	40.8394	27.8263	33.1718	619.778	686.212	1079.1	1241.46	60.6138	28.4851	26.3778	33.0816	805.861	790.375	63.5184	92.6137	96.5229	168.43	17.6865	14.1653	32.6221	89.4117	221.115	223.363	192.289	245.913	168.258	171.684	2.2041	2.8047	2.1209	2.0342	30.9688	98.9356	28.0231	44.4981
ENSMUSG00000053286	Trmt1l	protein_coding	14.0997	13.5342	15.3901	15.1572	11.658	11.2366	11.6169	9.9381	10.9502	11.3046	11.4469	12.6309	7.9666	8.7596	7.8626	8.9427	9.0207	10.1307	7.475	9.7328	10.2236	11.4427	11.4039	11.3078	7.9434	8.66	7.1273	7.2176	6.4259	8.4204	6.6158	8.2203	9.7909	13.4705	12.042	13.9346	14.6994	11.8692	14.2122	13.0223	8.3725	6.44	8.5716	8.6189	22.2846	18.5761	16.5822	14.4392	17.4992	16.0096	23.0191	19.7296	18.426	14.2282	8.9254	6.5518	8.8699	7.7181	17.7889	17.4588	16.2204	18.1734	18.4638	20.024	14.2024	16.5592	6.5112	7.8244
ENSMUSG00000053287	Olfr1013	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053289	Ddx10	protein_coding	7.595	7.7354	8.0355	8.0212	6.5257	5.5775	6.4962	6.1865	5.9516	5.22	6.0555	5.9498	7.4923	4.9238	7.0203	6.8766	2.6726	2.9408	3.4943	2.8624	4.1296	3.7824	2.93	3.6002	4.8688	4.891	4.4785	3.3616	3.7609	4.395	4.1731	3.6744	4.8557	7.2849	9.2133	7.6917	6.6965	7.2307	9.4955	7.7715	2.9792	2.1951	4.1937	2.593	9.6364	13.049	5.31	5.75	5.4802	5.166	14.1754	15.3317	14.7898	14.0826	4.0909	3.759	3.8126	3.8895	16.2188	18.2056	19.3241	17.3912	18.8431	20.0356	7.6205	12.879	4.3706	5.4499
ENSMUSG00000053291	Rab4b	protein_coding	21.5619	25.3161	22.9709	26.0685	32.5288	31.104	30.5215	32.3446	32.7434	29.2028	30.1766	33.9877	13.6281	16.2829	12.3531	13.4011	8.0771	6.0837	5.4327	6.9926	10.1993	8.318	12.7429	12.6696	7.4452	5.2515	4.2781	4.9814	4.2912	6.4406	3.5501	4.3878	19.2236	20.4778	20.0812	20.9842	22.1003	22.0457	19.1798	16.5099	7.7529	4.6066	5.6748	5.545	23.2057	20.3315	16.8543	19.7417	19.965	15.6556	49.1986	43.498	40.212	31.723	19.0025	11.7107	14.9176	13.8465	28.3665	31.8193	42.1915	35.8461	40.7314	37.8826	25.2684	25.5554	10.4097	7.4515
ENSMUSG00000053293	Pom121	protein_coding	5.8101	6.2318	7.5759	7.2216	12.1179	12.0074	9.9486	13.571	11.9884	11.7187	11.5206	12.6799	7.1288	5.8503	6.1995	7.2474	3.2666	4.7448	3.433	4.444	4.066	3.562	4.0279	4.4577	2.3279	2.5591	1.9602	2.3064	1.6932	2.2729	1.7382	2.1484	3.5187	5.557	5.2525	5.3255	6.5928	6.4802	5.9798	6.1848	3.9586	4.1373	4.1586	3.8509	12.3874	12.5084	6.0572	6.8514	5.1606	4.3333	10.8419	11.4539	10.4108	11.6332	5.7555	4.3889	4.986	5.6059	36.3562	33.6996	12.9736	14.1051	11.9956	12.9064	8.729	14.6011	2.092	3.8534
ENSMUSG00000053297	AI854703	lincRNA	1.1844	1.3997	1.6429	1.2382	9.9757	8.4962	7.7877	7.7152	8.6644	6.4686	6.5823	7.8624	1.233	0.7847	0.7099	0.7853	0.0424	0.0952	0.2284	0.1328	8.7006	8.5857	9.5856	7.6473	0.0418	0.0363	0.0758	0.0346	0	0.0373	0.0372	0	0.3625	31.8521	35.4437	35.5126	0.3389	0.3126	0.1974	0.2787	0.3232	0.7862	3.0536	0.6295	3.1443	3.8382	0.1896	0.3858	0.2792	0.1918	0.6279	0.2547	0.4654	0.63	0.6272	0.2363	0.2951	0.1394	0.0948	0.3729	0.4806	0.5634	0.5681	0.5888	0.5261	0.6235	0.3428	0.077
ENSMUSG00000053303	Slc22a26	protein_coding	0	8.9772	0.5316	0.103	0.0868	0	0	0	0.0532	0	0	0	0.05	0	0.0759	0	0.0601	0	0	0	21.2946	12.1535	9.2906	10.2462	94.7072	103.246	87.837	95.8194	1.6196	10.7475	1.848	11.4366	0	0.0519	0	0	0	0.0947	0	0.0592	0	0.1131	0	0	0	0.0992	0	0.1105	0	0.0414	0	0.0454	0.0694	0.071	0.0429	0.2055	0	0.0819	0	0	0.0769	0.4172	0	0.0687	0	0	0	0.1391
ENSMUSG00000053310	Nrgn	protein_coding	0.5634	0.606	1.5002	3.6138	430.936	554.719	653.601	617.55	396.889	671.308	514.122	652.897	0.4641	2.8958	1.615	2.6829	0.5703	1.523	1.5232	22.3833	0.3602	1.1307	0.8116	1.0171	0.6692	0	0.6311	0.8298	0.7407	0.345	0.951	0.7984	0.8815	0.6613	0.8143	0.3444	3.4603	12.7299	4.7054	8.1765	0.7242	0.5772	0.9842	0.5225	5.3672	3.9985	1.4574	0.6178	1.4368	0.8121	17.7242	20.8167	25.87	13.9181	3.5812	2.6121	3.6452	1.827	9.8608	4.8414	5.9752	6.5003	5.0365	6.7753	0.4386	4.4297	0.113	1.5742
ENSMUSG00000053317	Sec61b	protein_coding	250.139	230.495	218.596	233.365	30.6519	27.6607	35.87	26.1464	37.3055	37.114	37.0785	35.8004	102.618	115.47	106.428	112.658	18.959	13.9684	21.4518	26.6487	60.7087	94.6832	69.6593	91.6805	102.55	101.836	106.901	84.7754	82.093	90.4431	91.8919	89.9132	191.679	153.502	175.544	157.929	103.818	112.852	116.487	103.241	72.3076	47.4265	68.5213	41.7043	194.64	148.897	184.266	156.457	171.94	185.447	179.639	156.207	175.118	157.554	113.01	125.313	134	126.427	39.6285	36.089	183.323	191.349	176.56	173.244	304.963	210.177	414.93	347.566
ENSMUSG00000053318	Slamf8	protein_coding	0.2048	0.376	0.6147	0.8267	0.0976	0.0957	0	0	0.0864	0.165	0.4334	0.0769	0.349	0.8612	0.5141	0.5337	0.2602	0.1993	0.3354	0.4412	0.1788	0.5362	0.5304	0.7402	0.4133	0.591	1.1322	0.4478	0.2973	0.563	0.1583	0.6311	0.9601	0.5955	0.6684	0.5509	2.1504	1.7495	2.1107	1.1137	0.1942	0.1021	0.6384	0.0714	1.1248	1.0212	1.6884	1.3998	1.9189	1.424	17.545	18.2563	17.0881	13.4938	0.6025	0.1241	0.429	0.0979	0	0	2.5858	2.0782	3.1805	2.3255	0.8393	1.0769	0.1702	0.3039
ENSMUSG00000053329	D10Jhu81e	protein_coding	94.9143	99.2096	81.7912	89.5284	42.7458	40.8017	40.1066	40.0091	41.7206	39.009	34.0768	45.0229	32.7517	50.6066	41.589	35.7479	121.954	140.179	122.867	117.699	105.451	104.095	115.024	104.872	41.1294	51.2203	40.2819	56.4706	41.6143	52.4494	44.972	51.5855	21.397	27.0403	26.6486	28.5501	25.331	27.0989	20.4329	24.4932	79.6407	99.4548	64.1546	96.7257	42.9336	36.3417	21.4984	23.0507	21.5568	18.4785	30.4435	25.8963	28.8522	26.4289	59.4916	59.189	68.7719	58.4033	19.3258	17.8006	30.3832	23.4695	28.8516	29.4064	31.7538	29.8111	30.0616	22.7913
ENSMUSG00000053332	Gas5	processed_transcript	359.235	280.999	395.506	406.876	192.554	195.075	208.426	196.743	203.292	204.246	194.289	190.092	303.725	186.603	204.57	279.131	72.5806	65.5099	81.7086	90.7896	125.681	129.602	125.52	145.388	114.588	126.002	126.44	128.04	139.6	147.482	145.318	156.113	161.014	303.735	297.009	274.654	218.63	232.703	250.499	225.695	142.429	91.5678	170.105	84.6204	375.362	428.923	158.696	218.004	154.135	133.948	418.18	447.478	438.881	483.917	133.185	111.145	122.134	111.995	74.8548	74.5202	361.604	389.59	393.826	387.219	400.691	589.574	264.737	235.013
ENSMUSG00000053333	Dis3l2	protein_coding	4.5587	5.5027	4.5048	5.4654	7.8537	7.3171	6.0403	7.6438	5.6818	6.8715	6.6207	5.9874	6.6209	3.8128	4.4935	5.2574	1.8639	2.3933	2.564	2.7614	5.1484	5.802	5.9935	5.9056	3.0314	2.6873	2.6634	3.8639	3.8335	4.6346	3.6021	4.9661	2.9008	4.6067	3.3704	4.4286	5.5631	4.8833	4.5831	5.7896	4.1314	4.5848	3.1319	3.874	9.4808	9.0535	4.2571	4.7565	4.1754	4.5451	6.0089	5.8463	7.5477	5.9022	4.47	3.4307	3.7826	3.6227	12.1984	11.5453	9.253	6.6614	7.1858	8.0176	7.2265	5.8757	2.8161	4.2095
